Term_Key,Language_0 (CN),Language_1 (EN),Language_2 (JP),Language_3 (RU),Korean
Card_Info/20071,幼龙的爪击，对目标及左右敌人造成<Demage>，并获得<#BuffCount#>【龙威】（视为普攻）,"A claw strike by a baby dragon. Deal <Demage> to the target and its adjacent units, and gain <#BuffCount#> [Dragon's Presence] (counted as basic attacks)",幼い龍が爪で攻撃し、ターゲットとその隣接の敵に<Demage>ダメージを与える（通常攻撃としてみなす）。<#BuffCount#>「龍威」を得る。,Удар когтя дракончика. Наносит <Demage> цели и соседним юнитам и дает <#BuffCount#> [Присутствие дракона] (считается базовыми атаками).,어린 용의 발톱 공격으로 대상 및 좌우 적에게 <Demage>의 피해를 입히고 【용위】를 <#BuffCount#>만큼 획득합니다 (일반 공격으로 간주).
Card_Info/72,指定单位，解除异常状态，抽<#CardCount#>张牌。,Designate a unit to remove debuffs and draw <#CardCount#> cards.,ターゲットのデバフを解除し、<#CardCount#>枚のカードをドローする。,Указанный юнит снимает дебаффы и берет <#CardCount#> карт.,유닛을 지정하여 상태 이상을 해제하고 <#CardCount#>장의 카드를 뽑습니다.
Card_Info/73,对目标单位造成<Demage>点伤害，并施加<#BuffCount#>【法穿】,Deal <Demage> damage to the target and inflict <#BuffCount#> [Magic Penetration],ターゲットに<Demage>ダメージを与え、<#BuffCount#>「法術貫通」を付与する。,Наносит <Demage> цели и накладывает <#BuffCount#> [Пробивание магии].,"대상 유닛에게 <Demage>의 피해를 입히고, 【파법】을 <#BuffCount#>만큼 부여합니다."
Card_Info/10073,对目标及左右单位造成<Demage>点伤害，并施加<#BuffCount#>【法穿】,Deal <Demage> damage to the target and its adjacent units and inflict <#BuffCount#> [Magic Penetration],ターゲットとその隣接ユニットに<Demage>ダメージを与え、<#BuffCount#>「法術貫通」を付与する。,Наносит <Demage> цели и соседним юнитам и накладывает <#BuffCount#> [Пробивание магии].,"대상 및 좌우 유닛에게 <Demage>의 피해를 입히고, 【파법】을 <#BuffCount#>만큼 부여합니다."
Card_Info/20073,对目标单位造成<Demage>点伤害，并施加<#BuffCount#>【法穿】,Deal <Demage> damage to the target and inflict <#BuffCount#> [Magic Penetration],ターゲットに<Demage>ダメージを与え、<#BuffCount#>「法術貫通」を付与する。,Наносит <Demage> цели и накладывает <#BuffCount#> [Пробивание магии].,"대상 유닛에게 <Demage>의 피해를 입히고, 【파법】을 <#BuffCount#>만큼 부여합니다."
Card_Info/74,对目标重复使用上一张用过的卡牌，视作由自身使用,Reuse a previously used card on the same target. This is considered as if used by this unit,ターゲットに前回のカードを繰り返して使用する、使用者なしとみなす。,"Повторно использует ранее использованную карту на той же цели. Считается, будто ее применил этот юнит.",대상에게 마지막으로 사용한 카드를 다시 사용합니다. 자신이 사용한 것으로 간주합니다.
Card_Info/10074,对目标重复使用上一张用过的卡牌<#Count#>次，视作由自身使用,Reuse a previously used card on the same target <#Count#> times. This is considered as if used by this unit,ターゲットに前回のカードを<#Count#>回繰り返して使用する、使用者なしとみなす。,"Повторно использует ранее использованную карту на той же цели <#Count#> раз. Считается, будто ее применил этот юнит.",대상에게 마지막으로 사용한 카드를 <#Count#>회 반복해서 사용합니다. 자신이 사용한 것으로 간주합니다.
Card_Info/20074,使用该卡牌时，触发所有手牌的打出效果（不消耗手牌）（优先指向目标）,"When used, trigger all the effects of cards in your hand (without consuming any cards) (Prioritizing the target)",このカードを使用するとき、すべての手札の使用効果を発動する（手札を消費しない、ターゲットを優先的に発動対象とする）。,При использовании срабатывают все эффекты карт в вашей руке (без расхода карт) (приоритет цели).,이 카드 사용 시 손에 있는 모든 카드의 사용 효과를 발동합니다 (손패를 소모하지 않음)(대상을 우선 지정).
Card_Info/75,甩动机关臂，对指定单位造成<Demage>，如果敌方是非boss单位，将其推动并对碰到的单位移除【最大生命值*<$HitHp$>%】的生命值。,"Swing the contraption arm to deal <Demage> to the target. If target is not a Boss, it is pushed to collide with others, removing [Max HP * <$HitHp$>%] HP from them.",からくりの腕を振るい、ターゲットに<Demage>ダメージを与える。敵がボスユニットでない場合、その敵をノックバックして、当たったユニットが「体力上限*<$HitHp$>%」の体力を失う。,"Размахивает механической рукой, нанося <Demage> цели. Если цель не является Боссом — отбрасывает её на столкновение с другими, снимая [Макс. HP × <$HitHp$>%] HP с них",기관 팔을 휘둘러 지정된 유닛에게 <Demage>의 피해를 입힙니다. 적이 보스 유닛이 아닐 경우 밀쳐내고 부딪힌 유닛의 생명력을 【최대 생명력*<$HitHp$>%】만큼의 생명력을 제거합니다.
Card_Info/10075,甩动机关臂，对指定单位造成<Demage>伤害，并施加<#BuffCount#>【攥紧】,Swing the contraption arm to deal <Demage> damage to the designated unit and inflict <#BuffCount#> [Clench],ターゲットに<Demage>ダメージを与え、<#BuffCount#>「掴み」を付与する。,"Взмахивает механической рукой, нанося <color=#6196FE>【<Demage> ед. урона картой】</color> указанному юниту и накладывая <#BuffCount#> [Сжатие].","기관 팔을 휘둘러 지정된 유닛에게 <Demage>의 피해를 입히고, 【움켜쥠】을 <#BuffCount#>만큼 부여합니다."
Card_Info/20075,甩动机关臂，对指定单位造成<Demage>，将其推动至两端，并对碰到的单位移除【最大生命值*<$HitHp$>%】的生命值。,"Swing the contraption arm to deal <Demage> to the designated unit, pushing it to either end, removing [Max HP * <$HitHp$>%] from units it collides with.",からくりの腕を振るい、ターゲットに<Demage>ダメージを与え、その敵を両端にノックバックして、当たったユニットが「体力上限*<$HitHp$>%」の体力を失う。,"Размахивает механической рукой, нанося <Demage> указанному юниту и отбрасывая его к краю. Юниты при столкновении теряют [Макс. HP × <$HitHp$>%] HP","기관 팔을 휘둘러 지정된 유닛에게 <Demage>의 피해를 입히고, 양쪽 끝으로 밀쳐내며 부딪힌 유닛의 생명력을 【최대 생명력*<$HitHp$>%】만큼의 생명력을 제거합니다."
Card_Info/76,呼唤天地间的清气，使指定单位获得<Demage>,Gather pure energy from the nature to grant the designated unit <Demage>,天地の間にある清気を呼び、ターゲットに<Demage>を付与する。,"Собирает чистую энергию природы, добавляя <Demage> указанному юниту",천지의 청기를 불러 지정된 유닛이 <Demage>를 획득하게 합니다.
Card_Info/10076,呼唤天地间的清气，使指定单位获得<Demage>,Gather pure energy from the nature to grant the designated unit <Demage>,天地の間にある清気を呼び、ターゲットに<Demage>を付与する。,"Собирает чистую энергию природы, добавляя <Demage> указанному юниту",천지의 청기를 불러 지정된 유닛이 <Demage>를 획득하게 합니다.
Card_Info/20076,呼唤天地间的清气，使指定单位获得<Demage>,Gather pure energy from the nature to grant the designated unit <Demage>,天地の間にある清気を呼び、ターゲットに<Demage>を付与する。,"Собирает чистую энергию природы, добавляя <Demage> указанному юниту",천지의 청기를 불러 지정된 유닛이 <Demage>를 획득하게 합니다.
Card_Info/77,以毁灭一切的气势发动撞击对目标造成<Demage>。使用后自身护盾减半。,"Charge forward with devastating force, dealing <Demage> to the target. Reduce Shield by half after use.",すべてを取り壊す勢いで体当たりし、ターゲットに<Demage>ダメージを与える。使用後、自身のシールドが半減する。,"Бросается вперед с разрушительной силой, нанося <Demage> цели. После использования снижает щит вдвое.",모든 것을 파괴할 기세로 충돌하여 대상에게 <Demage>의 피해를 입힙니다. 사용 후 자신의 보호막이 절반으로 감소합니다.
Card_Info/10077,以毁灭一切的气势发动撞击对目标造成<Demage>。使用后自身护盾清空。,"Charge forward with devastating force, dealing <Demage> to the target. Reduce all Shield after use.",すべてを取り壊す勢いで体当たりし、ターゲットに<Demage>ダメージを与える。使用後、自身のシールドを全部失う。,"Бросается вперед с разрушительной силой, нанося <Demage> цели. После использования убирает весь щит.",모든 것을 파괴할 기세로 충돌하여 대상에게 <Demage>의 피해를 입힙니다. 사용 후 자신의 보호막이 모두 사라집니다.
Card_Info/20077,以毁灭一切的气势发动撞击对目标造成<Demage>。,"Charge forward with devastating force, dealing <Demage> to the target.",すべてを取り壊す勢いで体当たりし、ターゲットに<Demage>ダメージを与える。,"Бросается вперед с разрушительной силой, нанося <Demage> цели.",모든 것을 파괴할 기세로 충돌하여 대상에게 <Demage>의 피해를 입힙니다.
Card_Info/78,目标及左右随从解除所有负面状态并获得<#BuffCount#>【抵抗】,"Remove all debuffs for the target and adjacent minions, and grant <#BuffCount#> [Resistance]",ターゲットとその隣接ミニオンはすべてのデバフを解除し、<#BuffCount#>「抵抗」を得る。,Снимает все дебаффы с цели и соседних миньонов и дает <#BuffCount#> [Сопротивление].,"대상 및 좌우 추종자의 모든 부정적인 상태를 해제하고, 【저항】을 <#BuffCount#>만큼 획득합니다."
